10000,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10000,10000
10001,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10001,10001
10002,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10002,10002
10003,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10003,10003
10004,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10004,10004
10005,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10005,10005
10006,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10006,10006
10007,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10007,10007
10008,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10008,10008
10009,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10009,10009
10010,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10010,10010
10011,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10011,10011
10012,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10012,10012
10013,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10013,10013
10014,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10014,10014
10015,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10015,10015
10016,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10016,10016
10017,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10017,10017
10018,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10018,10018
10019,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10019,10019
10020,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10020,10020
10021,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10021,10021
10022,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10022,10022
10023,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10023,10023
10024,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10024,10024
10025,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10025,10025
10026,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10026,10026
10027,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10027,10027
10028,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10028,10028
10029,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10029,10029
10030,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10030,10030
10031,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10031,10031
10032,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10032,10032
10033,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10033,10033
10034,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10034,10034
10035,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10035,10035
10036,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10036,10036
10037,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10037,10037
10038,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10038,10038
10039,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10039,10039
10040,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10040,10040
10041,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10041,10041
10042,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10042,10042
10043,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10043,10043
10044,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10044,10044
10045,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10045,10045
10046,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10046,10046
10047,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10047,10047
10048,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10048,10048
10049,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10049,10049
10050,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10050,10050
10051,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10051,10051
10052,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10052,10052
10053,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10053,10053
10054,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10054,10054
10055,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10055,10055
10056,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10056,10056
10057,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10057,10057
10058,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10058,10058
10059,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10059,10059
10060,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10060,10060
10061,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10061,10061
10062,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10062,10062
10063,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10063,10063
10064,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10064,10064
10065,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10065,10065
10066,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10066,10066
10067,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10067,10067
10068,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10068,10068
10069,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10069,10069
10070,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10070,10070
10071,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10071,10071
10072,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10072,10072
10073,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10073,10073
10074,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10074,10074
10075,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10075,10075
10076,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10076,10076
10077,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10077,10077
10078,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10078,10078
10079,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10079,10079
10080,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10080,10080
10081,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10081,10081
10082,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10082,10082
10083,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10083,10083
10084,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10084,10084
10085,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10085,10085
10086,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10086,10086
10087,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10087,10087
10088,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10088,10088
10089,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10089,10089
10090,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10090,10090
10091,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10091,10091
10092,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10092,10092
10093,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10093,10093
10094,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10094,10094
10095,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10095,10095
10096,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10096,10096
10097,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10097,10097
10098,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10098,10098
10099,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10099,10099
10100,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10100,10100
10101,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10101,10101
10102,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10102,10102
10103,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10103,10103
10104,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10104,10104
10105,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10105,10105
10106,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10106,10106
10107,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000,1000000,10107,10107
